"main_genre","subgenre"
"Electronic","Illbient"
"Electronic","New-age"
"Electronic","Neoclassical new-age"
"Electronic","Space music"
"Electronic","Bass music"
"Electronic","Footwork"
"Electronic","Future bass"
"Electronic","Kawaii future bass"
"Electronic","Jungle terror"
"Electronic","Midtempo bass"
"Electronic","Trap"
"Electronic","UK bass"
"Electronic","Wave"
"Electronic","Hardwave"
"Electronic","Breakbeat"
"Electronic","Acid breaks"
"Electronic","Baltimore club"
"Electronic","Jersey club"
"Electronic","Philly club"
"Electronic","Big beat"
"Electronic","Breakbeat hardcore"
"Electronic","Darkcore"
"Electronic","Hardcore breaks"
"Electronic","Broken beat"
"Electronic","Florida breaks"
"Electronic","Nu skool breaks"
"Electronic","Progressive breaks"
"Electronic","Psychedelic breakbeat"
"Electronic","Chill-out"
"Electronic","Downtempo"
"Electronic","Psybient"
"Electronic","Psydub"
"Electronic","Trip hop"
"Electronic","Trip rock"
"Electronic","Disco"
"Electronic","Afro/cosmic music"
"Electronic","Electro-disco"
"Electronic","Hi-NRG"
"Electronic","Eurobeat"
"Electronic","Eurodance"
"Electronic","Italo dance"
"Electronic","Italo disco"
"Electronic","Spacesynth"
"Electronic","Space disco"
"Electronic","Eurodisco"
"Electronic","Nu-disco"
"Electronic","Post-disco"
"Electronic","Boogie"
"Electronic","City pop"
"Electronic","Drum and bass"
"Electronic","Darkstep"
"Electronic","Drumfunk"
"Electronic","Drumstep"
"Electronic","Hardstep"
"Electronic","Intelligent drum and bass"
"Electronic","Atmospheric drum and bass"
"Electronic","Jazzstep"
"Electronic","Jump-up"
"Electronic","Liquid funk"
"Electronic","Neurofunk"
"Electronic","Sambass"
"Electronic","Techstep"
"Electronic","Dub"
"Electronic","Dub poetry"
"Electronic","Dubtronica"
"Electronic","Electronic rock"
"Electronic","Dance-rock"
"Electronic","Alternative dance"
"Electronic","Baggy"
"Electronic","New rave"
"Electronic","Dance-punk"
"Electronic","Dance-pop"
"Electronic","Freestyle"
"Electronic","Disco polo"
"Electronic","Hyperpop"
"Electronic","Sophisti-pop"
"Electronic","Synth-pop"
"Electronic","Electroclash"
"Electronic","Electropop"
"Electronic","Wonky pop"
"Electronic","Indietronica"
"Electronic","Krautrock"
"Electronic","New wave"
"Electronic","Cold wave"
"Electronic","Dark wave"
"Electronic","Neoclassical dark wave"
"Electronic","Neue Deutsche Todeskunst"
"Electronic","Ethereal wave"
"Electronic","Nu-gaze"
"Electronic","Minimal wave"
"Electronic","Neue Deutsche Welle"
"Electronic","New romantic"
"Electronic","Post-rock"
"Electronic","Space rock"
"Electronic","Synth-metal"
"Electronic","Electrogrind"
"Electronic","Electronicore"
"Electronic","Synth-punk"
"Electronic","Electronica"
"Electronic","Folktronica"
"Electronic","Live electronic"
"Electronic","Laptronica"
"Electronic","Nu jazz"
"Electronic","Progressive electronic"
"Electronic","Berlin School"
"Electronic","Kosmische musik"
"Electronic","Ethnic electronica"
"Electronic","Asian Underground"
"Electronic","Afrobeats"
"Electronic","Azonto"
"Electronic","Coupé-décalé"
"Electronic","Kuduro"
"Electronic","Mahraganat"
"Electronic","Shangaan electro"
"Electronic","Budots"
"Electronic","Changa tuki"
"Electronic","Dancehall pop"
"Electronic","Denpa music"
"Electronic","Guaracha"
"Electronic","Funk carioca"
"Electronic","Funk melody"
"Electronic","Funk ostentação"
"Electronic","Proibidão"
"Electronic","Rasteirinha"
"Electronic","Merenhouse"
"Electronic","Nortec"
"Electronic","Rabòday"
"Electronic","Rara tech"
"Electronic","Russ music"
"Electronic","Shamstep"
"Electronic","Tecnocumbia"
"Electronic","Tribal guarachero"
"Electronic","Worldbeat"
"Electronic","Manila sound"
"Electronic","Experimental electronic"
"Electronic","Black MIDI"
"Electronic","Deconstructed club"
"Electronic","Drone"
"Electronic","Electroacoustic music"
"Electronic","Acousmatic music"
"Electronic","Electroacoustic improvisation"
"Electronic","Musique concrète"
"Electronic","Soundscape"
"Electronic","Glitch"
"Electronic","Microsound"
"Electronic","Noise music"
"Electronic","Danger music"
"Electronic","Japanoise"
"Electronic","Harsh noise"
"Electronic","Harsh noise wall"
"Electronic","Power electronics"
"Electronic","Death industrial"
"Electronic","Power noise"
"Electronic","Plunderphonics"
"Electronic","Sampledelia"
"Electronic","Reductionism"
"Electronic","Lowercase"
"Electronic","Onkyokei"
"Electronic","Funk"
"Electronic","Funktronica"
"Electronic","Synth-funk"
"Electronic","Hard dance"
"Electronic","Hard NRG"
"Electronic","Hardstyle"
"Electronic","Dubstyle"
"Electronic","Euphoric frenchcore"
"Electronic","Euphoric hardstyle"
"Electronic","Rawstyle"
"Electronic","Trapstyle"
"Electronic","Jumpstyle"
"Electronic","Lento violento"
"Electronic","Mákina"
"Electronic","Hardcore"
"Electronic","Bouncy techno"
"Electronic","Breakcore"
"Electronic","Raggacore"
"Electronic","Digital hardcore"
"Electronic","Frenchcore"
"Electronic","Gabber"
"Electronic","Early hardcore"
"Electronic","Mainstream hardcore"
"Electronic","Happy hardcore"
"Electronic","UK hardcore"
"Electronic","Industrial hardcore"
"Electronic","J-core"
"Electronic","Speedcore"
"Electronic","Extratone"
"Electronic","Flashcore"
"Electronic","Splittercore"
"Electronic","Hauntology"
"Electronic","Chillwave"
"Electronic","Hypnagogic pop"
"Electronic","Synthwave"
"Electronic","Darksynth"
"Electronic","Sovietwave"
"Electronic","Vaporwave"
"Electronic","Future funk"
"Electronic","Hardvapour"
"Electronic","Mallsoft"
"Electronic","Hip hop"
"Electronic","Afroswing"
"Electronic","Alternative hip hop"
"Electronic","Hipster hop"
"Electronic","Cloud rap"
"Electronic","Crunk"
"Electronic","Crunkcore"
"Electronic","Snap music"
"Electronic","Electro"
"Electronic","Emo rap"
"Electronic","Glitch hop"
"Electronic","Instrumental hip hop"
"Electronic","Lofi hip hop"
"Electronic","Miami bass"
"Electronic","Mumble rap"
"Electronic","Afro trap"
"Electronic","Drill"
"Electronic","Brooklyn drill"
"Electronic","UK drill"
"Electronic","Latin trap"
"Electronic","Phonk"
"Electronic","Drift phonk"
"Electronic","Brazilian phonk"
"Electronic","Plugg"
"Electronic","UK trap"
"Electronic","House music"
"Electronic","Acid house"
"Electronic","Afro house"
"Electronic","Afro tech"
"Electronic","Amapiano"
"Electronic","Kidandali"
"Electronic","Ambient house"
"Electronic","Balearic beat"
"Electronic","Ballroom"
"Electronic","Bass house"
"Electronic","Brazilian bass"
"Electronic","Slap house"
"Electronic","Blog house"
"Electronic","Chicago hard house"
"Electronic","Chicago house"
"Electronic","Deep house"
"Electronic","Disco house"
"Electronic","Diva house"
"Electronic","Hardbag"
"Electronic","Electro house"
"Electronic","Big room house"
"Electronic","Future rave"
"Electronic","Complextro"
"Electronic","Dutch house"
"Electronic","Fidget house"
"Electronic","Melbourne bounce"
"Electronic","Electro swing"
"Electronic","Eurohouse"
"Electronic","French house"
"Electronic","Funky house"
"Electronic","Future house"
"Electronic","Garage house"
"Electronic","Ghetto house"
"Electronic","Ghettotech"
"Electronic","Juke house"
"Electronic","Gqom"
"Electronic","Hip house"
"Electronic","Electro hop"
"Electronic","Italo house"
"Electronic","Jackin house"
"Electronic","Jazz house"
"Electronic","Kwaito"
"Electronic","Latin house"
"Electronic","Melodic house"
"Electronic","Microhouse"
"Electronic","Moombahcore"
"Electronic","Moombahton"
"Electronic","Moombahsoul"
"Electronic","New Jersey sound"
"Electronic","Outsider house"
"Electronic","Lo-fi house"
"Electronic","Progressive house"
"Electronic","Soulful house"
"Electronic","Stadium house"
"Electronic","Tech house"
"Electronic","Tribal house"
"Electronic","Tropical house"
"Electronic","Trouse"
"Electronic","UK hard house"
"Electronic","Pumping house"
"Electronic","Hardbass"
"Electronic","Scouse house"
"Electronic","Industrial"
"Electronic","Electro-industrial"
"Electronic","Dark electro"
"Electronic","Aggrotech"
"Electronic","Electronic body music"
"Electronic","Futurepop"
"Electronic","New beat"
"Electronic","Industrial hip hop"
"Electronic","Industrial metal"
"Electronic","Cyber metal"
"Electronic","Neue Deutsche Härte"
"Electronic","Industrial rock"
"Electronic","Martial industrial"
"Electronic","Witch house"
"Electronic","Intelligent dance music"
"Electronic","Algorave"
"Electronic","Drill 'n' bass"
"Electronic","Jungle"
"Electronic","Ragga jungle"
"Electronic","R&B"
"Electronic","Alternative R&B"
"Electronic","Contemporary R&B"
"Electronic","Neo soul"
"Electronic","New jack swing"
"Electronic","Techno"
"Electronic","Acid techno"
"Electronic","Ambient techno"
"Electronic","Birmingham sound"
"Electronic","Bleep techno"
"Electronic","Detroit techno"
"Electronic","Dub techno"
"Electronic","Hard techno"
"Electronic","Free tekno"
"Electronic","Jungletek"
"Electronic","Raggatek"
"Electronic","Industrial techno"
"Electronic","Minimal techno"
"Electronic","Schaffel"
"Electronic","Toytown techno"
"Electronic","Trance music"
"Electronic","Acid trance"
"Electronic","Balearic trance"
"Electronic","Dream trance"
"Electronic","Eurotrance"
"Electronic","Hands up"
"Electronic","Goa trance"
"Electronic","Nitzhonot"
"Electronic","Hard trance"
"Electronic","Progressive trance"
"Electronic","Psychedelic trance"
"Electronic","Dark psytrance"
"Electronic","Full-on"
"Electronic","Minimal psytrance"
"Electronic","Progressive psytrance"
"Electronic","Suomisaundi"
"Electronic","Tech trance"
"Electronic","Uplifting trance"
"Electronic","Vocal trance"
"Electronic","UK garage"
"Electronic","2-step garage"
"Electronic","Bassline"
"Electronic","Breakstep"
"Electronic","Dubstep"
"Electronic","Brostep"
"Electronic","Post-dubstep"
"Electronic","Reggaestep"
"Electronic","Riddim"
"Electronic","Future garage"
"Electronic","Grime"
"Electronic","Grindie"
"Electronic","Speed garage"
"Electronic","UK funky"
"Electronic","Funkstep"
"Electronic","Wonky"
"Electronic","Video game music"
"Electronic","Chiptune"
"Electronic","Bitpop"
"Electronic","Skweee"
"Electronic","Nintendocore"
"Electronic","FM synthesis"
"Electronic","Sequencer music"
